OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
1616,46930,Crabapple spp.,Malus spp.,1,6-12in,10,--,Boston,Fenway/Longwood,Ramler Park,-71.1008148,42.3424988,POINT (-71.10081577699998 42.342498590000048),-71.10081578,42.34249859
1617,46010,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0762177,42.3290749,POINT (-71.076219721999962 42.329073501000039),-71.07621972,42.3290735
1618,46931,Crabapple spp.,Malus spp.,1,6-12in,8,--,Boston,Fenway/Longwood,Ramler Park,-71.1007767,42.3424988,POINT (-71.100774202999958 42.342497599000069),-71.1007742,42.3424976
1619,46011,"Basswood, American",Tilia americana,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0760117,42.3290405,POINT (-71.076014532999977 42.329041774000075),-71.07601453,42.32904177
1620,46012,"Basswood, American",Tilia americana,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0759659,42.3290825,POINT (-71.075966252999933 42.329081433000056),-71.07596625,42.32908143
1621,46932,"Redwood, Dawn",Metasequoia glyptostroboides,1,24-30in,27,--,Boston,Fenway/Longwood,Ramler Park,-71.1010361,42.3425751,POINT (-71.101034377999952 42.342576899000051),-71.10103438,42.3425769
1622,46013,"Maple, Red",Acer rubrum,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.07621,42.3288879,POINT (-71.076206310999964 42.328887105000035),-71.07620631,42.32888711
1623,46933,"Redwood, Dawn",Metasequoia glyptostroboides,1,24-30in,27,--,Boston,Fenway/Longwood,Ramler Park,-71.1010513,42.3426094,POINT (-71.101053152999953 42.342607627000064),-71.10105315,42.34260763
1624,46014,"Maple, Red",Acer rubrum,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0761948,42.3289337,POINT (-71.076194240999939 42.328932713000029),-71.07619424,42.32893271
1625,46934,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,10,--,Boston,Fenway/Longwood,Ramler Park,-71.1005249,42.3426247,POINT (-71.100524757999949 42.34262547000003),-71.10052476,42.34262547
1626,46015,"Oak, Pin",Quercus palustris,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763397,42.3290787,POINT (-71.076339079999968 42.329077467000047),-71.07633908,42.32907747
1627,46935,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,10,--,Boston,Fenway/Longwood,Ramler Park,-71.1005402,42.3426514,POINT (-71.100538168999947 42.34265223400007),-71.10053817,42.34265223
1628,46016,"Oak, Pin",Quercus palustris,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0764465,42.3289948,POINT (-71.076447708999979 42.328993192000041),-71.07644771,42.32899319
1629,46936,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,11,--,Boston,Fenway/Longwood,Ramler Park,-71.1005173,42.342598,POINT (-71.100514028999953 42.342598706000047),-71.10051403,42.34259871
1630,46017,"Oak, Pin",Quercus palustris,1,3-6in,3,Fall 2023,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763168,42.3288956,POINT (-71.076316280999947 42.328896029000077),-71.07631628,42.32889603
1631,46937,"Oak, Northern Red",Quercus rubra,1,12-18in,15,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981445,42.3385658,POINT (-71.098145637999949 42.338564184000063),-71.09814564,42.33856418
1632,46049,"Dogwood, Flowering",Cornus florida,1,3-6in,5,--,Boston,Dorchester,Ronan Park,-71.0613174,42.3040886,POINT (-71.061320965999982 42.304086783000059),-71.06132097,42.30408678
1633,46938,"Oak, Pin",Quercus palustris,1,18-24in,18,--,Boston,Fenway/Longwood,Evans Way Park,-71.0980301,42.3384933,POINT (-71.098031644999935 42.338494792000063),-71.09803164,42.33849479
1634,46089,"Oak, Pin",Quercus palustris,1,>30in,34,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0766525,42.329464,POINT (-71.076653000999954 42.329464449000056),-71.076653,42.32946445
1635,46939,"Oak, Northern Red",Quercus rubra,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.0982971,42.3382034,POINT (-71.098294500999941 42.338203344000078),-71.0982945,42.33820334
1636,46090,"Oak, Pin",Quercus palustris,1,24-30in,26,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0767593,42.32938,POINT (-71.076756265999961 42.329379184000061),-71.07675627,42.32937918
1637,46940,"Maple, Norway",Acer platanoides,1,18-24in,18,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981674,42.338459,POINT (-71.09816843699997 42.338459105000027),-71.09816844,42.33845911
1638,46091,"Oak, Pin",Quercus palustris,1,>30in,31,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0768356,42.3293304,POINT (-71.076834049999945 42.329331594000053),-71.07683405,42.32933159
1639,46941,"Maple, Norway",Acer platanoides,1,24-30in,24,--,Boston,Fenway/Longwood,Evans Way Park,-71.0977097,42.3383827,POINT (-71.097709778999956 42.33838376500006),-71.09770978,42.33838377
1640,46092,"Oak, Pin",Quercus palustris,1,18-24in,21,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0768967,42.329258,POINT (-71.076894399999958 42.329259217000072),-71.0768944,42.32925922
1641,46942,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,13,--,Boston,Fenway/Longwood,Evans Way Park,-71.0976486,42.3384666,POINT (-71.09764540599997 42.33846505300005),-71.09764541,42.33846505
1642,46093,"Oak, Pin",Quercus palustris,1,24-30in,26,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0767975,42.3292694,POINT (-71.076799181999945 42.329268140000067),-71.07679918,42.32926814
1643,46943,"Oak, Northern Red",Quercus rubra,1,12-18in,16,--,Boston,Fenway/Longwood,Evans Way Park,-71.097641,42.3382416,POINT (-71.097640041999966 42.338242997000066),-71.09764004,42.338243
1644,46094,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,18-24in,21,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763779,42.3295288,POINT (-71.07637673399995 42.329528894000077),-71.07637673,42.32952889
1645,46944,"Maple, Norway",Acer platanoides,1,>30in,35,--,Boston,Fenway/Longwood,Evans Way Park,-71.0978241,42.3382416,POINT (-71.097825113999988 42.338241015000051),-71.09782511,42.33824102
1646,46095,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,16,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763245,42.3294945,POINT (-71.076327112999934 42.329494193000073),-71.07632711,42.32949419
1647,46945,"Maple, Sugar",Acer saccharum,1,12-18in,13,--,Boston,Fenway/Longwood,Evans Way Park,-71.097847,42.3383484,POINT (-71.097843889999979 42.338350060000039),-71.09784389,42.33835006
1648,46096,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,12,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0762558,42.3294449,POINT (-71.076258715999984 42.32944561100004),-71.07625872,42.32944561
1649,46946,"Maple, Red",Acer rubrum,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.0984268,42.3382034,POINT (-71.098429952999936 42.338204336000047),-71.09842995,42.33820434
1650,46097,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,15,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0761948,42.3293991,POINT (-71.076193001999968 42.329400996000061),-71.076193,42.329401
1651,46947,"Sweetgum, Common",Liquidambar styraciflua,1,12-18in,13,--,Boston,Fenway/Longwood,Evans Way Park,-71.0979767,42.338356,POINT (-71.097979340999984 42.338355016000037),-71.09797934,42.33835502
1652,46098,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,18-24in,21,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0760574,42.3294144,POINT (-71.076058891999935 42.329415868000069),-71.07605889,42.32941587
1653,46948,"Maple, Sugar",Acer saccharum,1,6-12in,10,--,Boston,Fenway/Longwood,Evans Way Park,-71.0980759,42.3383904,POINT (-71.098075900999959 42.338391695000041),-71.0980759,42.3383917
1654,46099,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,15,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0761185,42.3294678,POINT (-71.076120582999977 42.32946742300004),-71.07612058,42.32946742
1655,46100,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,15,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0761719,42.3295059,POINT (-71.076170203999936 42.329507082000077),-71.0761702,42.32950708
1656,46949,"Maple, Red",Acer rubrum,1,12-18in,15,--,Boston,Fenway/Longwood,Evans Way Park,-71.09832,42.3379707,POINT (-71.098318640999935 42.337969392000048),-71.09831864,42.33796939
1657,46101,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,16,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0762177,42.3295479,POINT (-71.076219823999963 42.329548723000073),-71.07621982,42.32954872
1658,46950,"Maple, Norway",Acer platanoides,1,24-30in,28,--,Boston,Fenway/Longwood,Evans Way Park,-71.0983276,42.3377914,POINT (-71.098328028999958 42.33779095400007),-71.09832803,42.33779095
1659,46102,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,12-18in,17,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0762711,42.3295822,POINT (-71.076274809999973 42.329583424000077),-71.07627481,42.32958342
1660,46951,"Maple, Sugar",Acer saccharum,1,12-18in,15,--,Boston,Fenway/Longwood,Evans Way Park,-71.0985718,42.3375359,POINT (-71.098574791999965 42.33753420000005),-71.09857479,42.3375342
1661,46103,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,18-24in,21,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763245,42.3296242,POINT (-71.076325771999961 42.329623082000069),-71.07632577,42.32962308
1662,46952,Yellowwood,Cladrastis kentukea,1,6-12in,9,--,Boston,Fenway/Longwood,Evans Way Park,-71.0988007,42.3374443,POINT (-71.098798755999951 42.337445971000079),-71.09879876,42.33744597
1663,46104,Dogwood,Cornus species,6,6-12in,8,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0762482,42.3296471,POINT (-71.07624932899995 42.329647869000041),-71.07624933,42.32964787
1664,46953,Yellowwood,Cladrastis kentukea,1,6-12in,7,--,Boston,Fenway/Longwood,Evans Way Park,-71.0985336,42.337368,POINT (-71.098537240999974 42.337366664000058),-71.09853724,42.33736666
1665,46105,Dogwood,Cornus species,6,6-12in,8,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0761642,42.3295784,POINT (-71.076164838999944 42.329578467000033),-71.07616484,42.32957847
1666,46112,"Tupelo, Black",Nyssa sylvatica,1,6-12in,8,--,Boston,East Boston,Bennington St. Cemetery,-71.0217056,42.3811569,POINT (-71.021706342999948 42.381158171000038),-71.02170634,42.38115817
1667,46954,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,18-24in,18,--,Boston,Fenway/Longwood,Evans Way Park,-71.0986099,42.337368,POINT (-71.098608318999936 42.337369638000041),-71.09860832,42.33736964
1668,46113,"Tupelo, Black",Nyssa sylvatica,1,12-18in,13,--,Boston,East Boston,Bennington St. Cemetery,-71.0218048,42.3811226,POINT (-71.021808266999983 42.381124489000058),-71.02180827,42.38112449
1669,46114,"Sweetgum, Common",Liquidambar styraciflua,2,24-30in,25,--,Boston,East Boston,Bennington St. Cemetery,-71.021904,42.3810158,POINT (-71.021900802999937 42.381015518000027),-71.0219008,42.38101552
1670,46955,Yellowwood,Cladrastis kentukea,1,12-18in,15,--,Boston,Fenway/Longwood,Evans Way Park,-71.0988464,42.3375206,POINT (-71.098843012999964 42.337519330000077),-71.09884301,42.33751933
1671,46115,"Maple, Sugar",Acer saccharum,1,0-3in,2,--,Boston,East Boston,Bennington St. Cemetery,-71.0217285,42.3810501,POINT (-71.02172780099994 42.381051182000078),-71.0217278,42.38105118
1672,46956,"Elm, American",Ulmus americana,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.098793,42.3376122,POINT (-71.098790709999946 42.337613506000025),-71.09879071,42.33761351
1673,46116,"Maple, Sugar",Acer saccharum,1,>30in,32,--,Boston,East Boston,Bennington St. Cemetery,-71.0215378,42.3810158,POINT (-71.021540045999984 42.381017500000041),-71.02154005,42.3810175
1674,46957,"Oak, Bur",Quercus macrocarpa,1,>30in,30,--,Boston,Fenway/Longwood,Evans Way Park,-71.0976868,42.3381157,POINT (-71.097686759999988 42.338117006000061),-71.09768676,42.33811701
1675,46117,"Maple, Sugar",Acer saccharum,1,>30in,33,--,Boston,East Boston,Bennington St. Cemetery,-71.0214767,42.3808975,POINT (-71.021472990999939 42.380896641000049),-71.02147299,42.38089664
1676,46958,"Basswood, American",Tilia americana,1,>30in,33,--,Boston,Fenway/Longwood,Evans Way Park,-71.0977707,42.3380356,POINT (-71.097767225999974 42.33803670900005),-71.09776723,42.33803671
1677,46118,"Maple, Red",Acer rubrum,1,18-24in,23,--,Boston,East Boston,Bennington St. Cemetery,-71.0215759,42.3807716,POINT (-71.021576255999946 42.380772810000053),-71.02157626,42.38077281
1678,46959,"Elm, American",Ulmus americana,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.0979538,42.3379822,POINT (-71.097956321999959 42.337983178000059),-71.09795632,42.33798318
1679,46119,"Planetree, London",Platanus x acerifolia,1,6-12in,8,--,Boston,East Boston,Bennington St. Cemetery,-71.0212631,42.380909,POINT (-71.021266460999982 42.380907538000031),-71.02126646,42.38090754
1680,46960,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,Fenway/Longwood,Evans Way Park,-71.0978699,42.3379059,POINT (-71.097873172999982 42.337905854000041),-71.09787317,42.33790585
1681,46120,"Planetree, London",Platanus x acerifolia,1,6-12in,7,--,Boston,East Boston,Bennington St. Cemetery,-71.0212402,42.380867,POINT (-71.021239638999987 42.380866921000063),-71.02123964,42.38086692
1682,46961,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,Fenway/Longwood,Evans Way Park,-71.0979538,42.337822,POINT (-71.097953639999957 42.337823574000026),-71.09795364,42.33782357
1683,46121,"Oak, Bur",Quercus macrocarpa,1,0-3in,2,--,Boston,East Boston,Bennington St. Cemetery,-71.0213242,42.381115,POINT (-71.021326809999948 42.381116564000081),-71.02132681,42.38111656
1684,46962,"Maple, Norway",Acer platanoides,1,12-18in,13,--,Boston,Fenway/Longwood,Evans Way Park,-71.0980225,42.3377495,POINT (-71.098023376999947 42.337748856000076),-71.09802338,42.33774886
1685,46122,"Planetree, London",Platanus x acerifolia,1,3-6in,3,--,Boston,East Boston,Bennington St. Cemetery,-71.0211182,42.3810768,POINT (-71.021118938999962 42.381074957000067),-71.02111894,42.38107496
1686,46123,"Maple, Red",Acer rubrum,1,0-3in,2,--,Boston,East Boston,Bennington St. Cemetery,-71.0206909,42.3813553,POINT (-71.020692467999936 42.381356299000061),-71.02069247,42.3813563
1687,46963,"Basswood, American",Tilia americana,1,>30in,33,--,Boston,Fenway/Longwood,Evans Way Park,-71.0982361,42.3383293,POINT (-71.098239294999985 42.338330762000055),-71.09823929,42.33833076
1688,46124,Sassafras,Sassafras albidum,1,0-3in,2,--,Boston,East Boston,Bennington St. Cemetery,-71.0210648,42.381279,POINT (-71.02106127199994 42.381280020000077),-71.02106127,42.38128002
1689,46125,"Oak, Pin",Quercus palustris,1,18-24in,23,--,Boston,East Boston,Bennington St. Cemetery,-71.0218658,42.3808899,POINT (-71.021864592999975 42.380888716000072),-71.02186459,42.38088872
1690,46964,"Ash, White",Fraxinus americana,1,>30in,41,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981064,42.3382683,POINT (-71.098105183999962 42.338269301000025),-71.09810518,42.3382693
1691,46126,"Oak, Pin",Quercus palustris,1,>30in,38,--,Boston,East Boston,Bennington St. Cemetery,-71.021843,42.3808517,POINT (-71.021844476999945 42.380853052000077),-71.02184448,42.38085305
1692,46965,"Maple, Norway",Acer platanoides,1,24-30in,24,--,Boston,Fenway/Longwood,Evans Way Park,-71.0980148,42.338192,POINT (-71.098011306999979 42.338190986000029),-71.09801131,42.33819099
1693,46127,"Maple, Sugar",Acer saccharum,1,18-24in,21,--,Boston,East Boston,Bennington St. Cemetery,-71.0216064,42.3812294,POINT (-71.021608441999945 42.381230488000028),-71.02160844,42.38123049
1694,46966,"Oak, Pin",Quercus palustris,1,18-24in,23,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981674,42.3378029,POINT (-71.098164843999939 42.33780242000006),-71.09816484,42.33780242
1695,46128,"Maple, Red",Acer rubrum,1,>30in,39,--,Boston,East Boston,Bennington St. Cemetery,-71.0214767,42.3812561,POINT (-71.021479695999972 42.381257235000078),-71.0214797,42.38125724
1696,46967,"Linden, Silver",Tilia tomentosa,1,>30in,32,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981293,42.3376846,POINT (-71.098128633999977 42.33768643500008),-71.09812863,42.33768644
1697,46129,"Oak, Pin",Quercus palustris,1,6-12in,6,--,Boston,East Boston,Bennington St. Cemetery,-71.0216599,42.3812447,POINT (-71.021660745999952 42.381243366000035),-71.02166075,42.38124337
1698,46968,"Maple, Red",Acer rubrum,1,6-12in,10,--,Boston,Fenway/Longwood,Evans Way Park,-71.0982819,42.3377151,POINT (-71.098280178999971 42.337715679000041),-71.09828018,42.33771568
1699,46130,"Oak, Pin",Quercus palustris,1,3-6in,5,--,Boston,East Boston,Bennington St. Cemetery,-71.0216599,42.3812294,POINT (-71.021662086999982 42.381230488000028),-71.02166209,42.38123049
1700,46969,"Oak, Northern Red",Quercus rubra,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.0983887,42.3376656,POINT (-71.098390149999943 42.337665121000043),-71.09839015,42.33766512
1701,46131,"Oak, Pin",Quercus palustris,1,3-6in,5,--,Boston,East Boston,Bennington St. Cemetery,-71.0216904,42.3812294,POINT (-71.021692931999951 42.38122850700006),-71.02169293,42.38122851
1702,46970,"Oak, Swamp White",Quercus bicolor,1,>30in,38,--,Boston,Fenway/Longwood,Evans Way Park,-71.0982285,42.3375435,POINT (-71.098225192999962 42.337543188000041),-71.09822519,42.33754319
1703,46132,Tulip Tree,Liriodendron tulipifera,1,18-24in,18,--,Boston,East Boston,Bennington St. Cemetery,-71.0211792,42.3811569,POINT (-71.021177947999945 42.381157180000059),-71.02117795,42.38115718
1704,46971,"Sweetgum, Common",Liquidambar styraciflua,1,6-12in,6,--,Boston,Fenway/Longwood,Evans Way Park,-71.0982285,42.3376465,POINT (-71.098225193999951 42.337647906000029),-71.09822519,42.33764791
1705,46133,Tulip Tree,Liriodendron tulipifera,1,18-24in,19,--,Boston,East Boston,Bennington St. Cemetery,-71.0211029,42.3811798,POINT (-71.021105527999964 42.381180956000037),-71.02110553,42.38118096
1706,46972,"Oak, Pin",Quercus palustris,1,12-18in,14,--,Boston,Fenway/Longwood,Evans Way Park,-71.0983582,42.3374901,POINT (-71.098354609999944 42.337489789000074),-71.09835461,42.33748979
1707,46134,"Elm, Hybrid",Ulmus x,1,6-12in,8,--,Boston,East Boston,Central Square Park,-71.0393906,42.3749161,POINT (-71.039387851999948 42.374916273000053),-71.03938785,42.37491627
1708,46973,"Maple, Norway",Acer platanoides,1,12-18in,17,--,Boston,Fenway/Longwood,Evans Way Park,-71.0984192,42.3374176,POINT (-71.09841965399994 42.337417917000039),-71.09841965,42.33741792
1709,46135,"Elm, Hybrid",Ulmus x,1,6-12in,8,--,Boston,East Boston,Central Square Park,-71.0395432,42.3747749,POINT (-71.039543420999962 42.374773606000076),-71.03954342,42.37477361
1710,47072,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0898361,42.3345032,POINT (-71.089832827999942 42.334502607000047),-71.08983283,42.33450261
1711,46136,Yellowwood,Cladrastis kentukea,1,3-6in,4,--,Boston,East Boston,Central Square Park,-71.039505,42.3747177,POINT (-71.039505869999971 42.374717134000036),-71.03950587,42.37471713
1712,47073,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0897903,42.3345757,POINT (-71.089787900999966 42.334576465000055),-71.0897879,42.33457647
1713,46137,Yellowwood,Cladrastis kentukea,1,3-6in,4,--,Boston,East Boston,Central Square Park,-71.0395126,42.3748817,POINT (-71.039513915999976 42.374882588000048),-71.03951392,42.37488259
1714,47074,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0898056,42.3346558,POINT (-71.089804664999974 42.334656271000028),-71.08980466,42.33465627
1715,46138,Cherry/Plum,Prunus species,1,12-18in,16,--,Boston,East Boston,Central Square Park,-71.0395813,42.3748398,POINT (-71.039584994999984 42.374840977000076),-71.03958499,42.37484098
1716,47075,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0898666,42.3347244,POINT (-71.089869037999961 42.33472269300006),-71.08986904,42.33472269
1717,46139,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,7,--,Boston,East Boston,Central Square Park,-71.0393295,42.3745079,POINT (-71.039331525999955 42.374509077000027),-71.03933153,42.37450908
1718,47076,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0899734,42.3347549,POINT (-71.089972302999968 42.334755904000076),-71.0899723,42.3347559
1719,46140,"Hornbeam, American",Carpinus caroliniana,1,3-6in,5,--,Boston,East Boston,Central Square Park,-71.0393143,42.3745842,POINT (-71.039311409999982 42.374582392000036),-71.03931141,42.37458239
1720,47077,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0900803,42.3347435,POINT (-71.090079591999938 42.334744503000024),-71.09007959,42.3347445
1721,47078,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0898972,42.3345642,POINT (-71.089894518999984 42.334566055000039),-71.08989452,42.33456606
1722,46141,"Hornbeam, American",Carpinus caroliniana,1,3-6in,5,--,Boston,East Boston,Central Square Park,-71.0393753,42.3745575,POINT (-71.03937444099995 42.374555642000075),-71.03937444,42.37455564
1723,47079,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0899048,42.3346519,POINT (-71.089905918999989 42.334651810000025),-71.08990592,42.33465181
1724,46142,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,3-6in,5,--,Boston,East Boston,Central Square Park,-71.0394135,42.3744888,POINT (-71.039416015999961 42.374489262000054),-71.03941602,42.37448926
1725,47080,Ginkgo,Ginkgo biloba,1,3-6in,4,--,Boston,Roxbury,Boston Police Memorial Plaza,-71.0900116,42.3346863,POINT (-71.090012535999961 42.334686012000077),-71.09001254,42.33468601
1726,46143,"Hornbeam, American",Carpinus caroliniana,1,3-6in,3,--,Boston,East Boston,Central Square Park,-71.0396652,42.3746147,POINT (-71.039662778999968 42.374613105000037),-71.03966278,42.37461311
1727,47172,Elm,Ulmus species,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.084465,42.3501587,POINT (-71.08446472199995 42.350158265000061),-71.08446472,42.35015827
1728,46144,"Hornbeam, American",Carpinus caroliniana,1,3-6in,3,--,Boston,East Boston,Central Square Park,-71.0396194,42.3745689,POINT (-71.039615839999954 42.374570503000029),-71.03961584,42.3745705
1729,47173,Elm,Ulmus species,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0845108,42.350235,POINT (-71.084509648999983 42.350233095000078),-71.08450965,42.3502331
1730,46145,"Hornbeam, American",Carpinus caroliniana,1,3-6in,3,--,Boston,East Boston,Central Square Park,-71.0394897,42.3745117,POINT (-71.039489775999982 42.374512049000032),-71.03948978,42.37451205
1731,47174,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0845413,42.3502998,POINT (-71.084542506999981 42.350300492000031),-71.08454251,42.35030049
1732,46146,"Hornbeam, American",Carpinus caroliniana,1,0-3in,2,--,Boston,East Boston,Central Square Park,-71.0393753,42.3744583,POINT (-71.039377123999941 42.374457558000074),-71.03937712,42.37445756
1733,47175,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0847092,42.3500175,POINT (-71.084706791999963 42.350018515000045),-71.08470679,42.35001852
1734,46147,"Basswood, American",Tilia americana,1,18-24in,19,--,Boston,East Boston,Central Square Park,-71.0393524,42.3748131,POINT (-71.039348959999984 42.374811254000065),-71.03934896,42.37481125
1735,47176,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0847321,42.3500786,POINT (-71.084733613999958 42.350078478000057),-71.08473361,42.35007848
1736,46148,"Basswood, American",Tilia americana,1,12-18in,17,--,Boston,East Boston,Central Square Park,-71.0394287,42.374649,POINT (-71.039425402999939 42.374650754000072),-71.0394254,42.37465075
1737,47177,"Elm, Buisman",Ulmus minor 'Christine Buisman',1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0847626,42.3501778,POINT (-71.084764458999985 42.350176601000044),-71.08476446,42.3501766
1738,46149,"Basswood, American",Tilia americana,1,12-18in,17,--,Boston,East Boston,Central Square Park,-71.0395126,42.3746567,POINT (-71.039512574999947 42.374656698000081),-71.03951257,42.3746567
1739,47178,"Maple, Red",Acer rubrum,1,6-12in,10,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0847931,42.3502388,POINT (-71.084793292999962 42.350238546000071),-71.08479329,42.35023855
1740,46150,"Linden, Littleleaf",Tilia cordata,1,24-30in,25,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0765915,42.329895,POINT (-71.076590400999976 42.329896467000026),-71.0765904,42.32989647
1741,47179,"Maple, Red",Acer rubrum,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0847855,42.3499947,POINT (-71.084783904999938 42.34999324100005),-71.0847839,42.34999324
1742,46151,"Maple, Red",Acer rubrum,1,18-24in,21,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0767822,42.3300285,POINT (-71.076779496999961 42.330027338000036),-71.0767795,42.33002734
1743,47180,"Maple, Red",Acer rubrum,1,6-12in,8,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0848541,42.3500595,POINT (-71.084854983999946 42.350059151000039),-71.08485498,42.35005915
1744,46152,Dogwood,Cornus species,6,6-12in,8,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0763779,42.3297729,POINT (-71.076374482999938 42.329773527000043),-71.07637448,42.32977353
1745,47181,"Zelkova, Japanese",Zelkova serrata,1,18-24in,18,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0848541,42.3501549,POINT (-71.084857665999948 42.350155291000078),-71.08485767,42.35015529
1746,47309,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0849075,42.3502121,POINT (-71.084907286999965 42.350211786000045),-71.08490729,42.35021179
1747,46153,Dogwood,Cornus species,6,6-12in,8,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0764923,42.3298721,POINT (-71.07648981799997 42.329870689000074),-71.07648982,42.32987069
