OID_,id,spp_com,spp_bot,numberof_st,dbh_range,dbh,date_plant,city,neighborhood,park,x_longitude,y_latitude,shape_wkt,POINT_X,POINT_Y
1748,47310,Elm,Ulmus species,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0848618,42.3499718,POINT (-71.084859006999977 42.349970940000048),-71.08485901,42.34997094
1749,46154,Dogwood,Cornus species,1,6-12in,9,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.077095,42.3300056,POINT (-71.077097337999987 42.330005526000036),-71.07709734,42.33000553
1750,47311,"Oak, Chinkapin",Quercus muehlenbergii,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.084938,42.3500404,POINT (-71.084934779999969 42.350038833000042),-71.08493478,42.35003883
1751,46155,"Elm, American",Ulmus americana,1,>30in,54,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0772324,42.3298607,POINT (-71.077228766999951 42.329860774000053),-71.07722877,42.32986077
1752,47312,"Maple, Red",Acer rubrum,1,18-24in,23,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0849609,42.3501244,POINT (-71.084963612999957 42.350125557000069),-71.08496361,42.35012556
1753,46156,Juniper,Juniperus species,1,6-12in,6,--,Boston,Roxbury,Bynoe Park (Orchard Park),-71.0772552,42.3293495,POINT (-71.077251564999983 42.329350175000059),-71.07725156,42.32935018
1754,47313,"Maple, Red",Acer rubrum,1,6-12in,7,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0850067,42.3501892,POINT (-71.085003846999939 42.35018799900007),-71.08500385,42.350188
1755,46157,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1276855,42.2645645,POINT (-71.127688804999934 42.264566062000029),-71.1276888,42.26456606
1756,47314,"Oak, Black",Quercus velutina,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085083,42.3500862,POINT (-71.085082971999952 42.350086407000049),-71.08508297,42.35008641
1757,46158,"Tupelo, Black",Nyssa sylvatica,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1275558,42.2644806,POINT (-71.127554693999969 42.264478724000071),-71.12755469,42.26447872
1758,47315,"Maple, Red",Acer rubrum,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0849915,42.3499336,POINT (-71.084991684999977 42.349931790000028),-71.08499168,42.34993179
1759,46159,"Oak, Swamp White",Quercus bicolor,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1275177,42.2643051,POINT (-71.127519825999968 42.264306032000036),-71.12751983,42.26430603
1760,47316,"Zelkova, Japanese",Zelkova serrata,1,24-30in,28,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0850677,42.3501701,POINT (-71.085069468999961 42.350171149000062),-71.08506947,42.35017115
1761,46160,"Oak, Swamp White",Quercus bicolor,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1276245,42.2643089,POINT (-71.127624431999948 42.264310002000059),-71.12762443,42.26431
1762,47317,"Zelkova, Japanese",Zelkova serrata,1,24-30in,28,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0851059,42.3498955,POINT (-71.085104337999951 42.349896110000032),-71.08510434,42.34989611
1763,46161,"Dogwood, Flowering",Cornus florida,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.127861,42.2644844,POINT (-71.127857783999957 42.264484679000077),-71.12785778,42.26448468
1764,47318,"Zelkova, Japanese",Zelkova serrata,1,24-30in,25,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0852051,42.3500481,POINT (-71.085207476999983 42.350046267000039),-71.08520748,42.35004627
1765,46162,"Dogwood, Flowering",Cornus florida,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1278992,42.2645187,POINT (-71.127900698999952 42.264518423000027),-71.1279007,42.26451842
1766,47319,"Maple, Freeman",Acer x freemanii,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0852356,42.3501205,POINT (-71.085232287999986 42.350120602000061),-71.08523229,42.3501206
1767,46163,"Dogwood, Flowering",Cornus florida,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1278992,42.2644882,POINT (-71.127900698999952 42.26448666400006),-71.1279007,42.26448666
1768,47320,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0852585,42.3498573,POINT (-71.085256292999986 42.349859207000065),-71.08525629,42.34985921
1769,46164,"Dogwood, Flowering",Cornus florida,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1279526,42.2644691,POINT (-71.127954343999988 42.264468799000042),-71.12795434,42.2644688
1770,47321,"Elm, Princeton",Ulmus americana 'Princeton',1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085289,42.3499451,POINT (-71.085288478999985 42.349945436000041),-71.08528848,42.34994544
1771,46165,"Dogwood, Flowering",Cornus florida,1,0-3in,2,Spring 2024,Boston,Hyde Park,McGann Park,-71.1278915,42.2644424,POINT (-71.127892652999947 42.264442995000024),-71.12789265,42.264443
1772,47324,"Maple, Red",Acer rubrum,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0853271,42.3501015,POINT (-71.085329523999974 42.350100409000049),-71.08532952,42.35010041
1773,46166,"Tupelo, Black",Nyssa sylvatica,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1315536,42.3663139,POINT (-71.131556226999976 42.366313385000069),-71.13155623,42.36631339
1774,47325,Elm,Ulmus species,1,3-6in,5,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0853806,42.3499107,POINT (-71.085381826999935 42.349909120000063),-71.08538183,42.34990912
1775,46167,"Linden, Littleleaf",Tilia cordata,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1313324,42.3664055,POINT (-71.131330920999972 42.366405537000048),-71.13133092,42.36640554
1776,47326,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0854187,42.3499985,POINT (-71.085415353999963 42.349999313000069),-71.08541535,42.34999931
1777,46168,"Linden, Littleleaf",Tilia cordata,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1311874,42.3664513,POINT (-71.131186081999942 42.366450126000075),-71.13118608,42.36645013
1778,47327,"Elm, Smoothleaf 'Hollandica'",Ulmus carpinifolia 'Hollandica',1,>30in,36,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0854492,42.3500671,POINT (-71.085450222999953 42.350065719000042),-71.08545022,42.35006572
1779,46169,"Linden, Littleleaf",Tilia cordata,1,0-3in,2,--,Boston,Allston-Brighton,Smith Playground,-71.1313934,42.3663864,POINT (-71.131393952999986 42.366384728000071),-71.13139395,42.36638473
1780,47328,"Maple, Red",Acer rubrum,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085434,42.3498154,POINT (-71.085431447999952 42.349816944000054),-71.08543145,42.34981694
1781,46170,"Honeylocust, Thornless",Gleditsia triacanthos inermis,3,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1310501,42.3665352,POINT (-71.131050629999947 42.366534350000052),-71.13105063,42.36653435
1782,47329,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0854721,42.3499069,POINT (-71.085475703999975 42.34990614600008),-71.0854757,42.34990615
1783,46171,"Honeylocust, Thornless",Gleditsia triacanthos inermis,3,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1309967,42.3666382,POINT (-71.130998326999986 42.366636410000069),-71.13099833,42.36663641
1784,47330,"Elm, Hybrid",Ulmus x,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0855179,42.3500023,POINT (-71.085520630999952 42.350002286000063),-71.08552063,42.35000229
1785,46172,"Oak, Willow",Quercus phellos,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1307983,42.3666191,POINT (-71.130801184999939 42.366618575000075),-71.13080118,42.36661858
1786,47331,"Zelkova, Japanese",Zelkova serrata,1,18-24in,19,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0855408,42.3500404,POINT (-71.08553806599997 42.350041606000048),-71.08553807,42.35004161
1787,46173,"Oak, Willow",Quercus phellos,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1307602,42.3665733,POINT (-71.130760951999946 42.366572004000034),-71.13076095,42.366572
1788,47332,"Elm, American",Ulmus americana,1,6-12in,11,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0855331,42.3497963,POINT (-71.085530018999975 42.349797291000073),-71.08553002,42.34979729
1789,47333,"Maple, Red",Acer rubrum,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0855713,42.3498802,POINT (-71.085568239999986 42.349879060000035),-71.08556824,42.34987906
1790,46174,"Oak, Willow",Quercus phellos,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1307678,42.3665085,POINT (-71.13077033899998 42.366509579000081),-71.13077034,42.36650958
1791,47334,"Maple, Red",Acer rubrum,1,6-12in,6,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0856171,42.3499603,POINT (-71.085613837999972 42.349961820000033),-71.08561384,42.34996182
1792,46175,Katsura Tree,Cercidiphyllum japonicum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1305542,42.366478,POINT (-71.130550397999968 42.36647688000005),-71.1305504,42.36647688
1793,47335,"Elm, American",Ulmus americana,1,6-12in,8,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.08564,42.3500175,POINT (-71.085638647999986 42.350019306000036),-71.08563865,42.35001931
1794,46176,Katsura Tree,Cercidiphyllum japonicum,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1306305,42.3665009,POINT (-71.130630863999954 42.366501652000068),-71.13063086,42.36650165
1795,47336,"Maple, Red",Acer rubrum,1,3-6in,4,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0856323,42.3497658,POINT (-71.085632008999937 42.349764889000028),-71.08563201,42.34976489
1796,46177,Ginkgo,Ginkgo biloba,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1297989,42.3661957,POINT (-71.129799379999952 42.366194480000047),-71.12979938,42.36619448
1797,47337,"Maple, Red",Acer rubrum,1,18-24in,20,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0856857,42.3498459,POINT (-71.085686993999957 42.349844180000048),-71.08568699,42.34984418
1798,46206,Tree of Heaven,Ailanthus altissima,3,6-12in,10,--,Boston,Allston-Brighton,Smith Playground,-71.130455,42.3665085,POINT (-71.130454555999961 42.366508318000058),-71.13045456,42.36650832
1799,47338,"Elm, English",Ulmus procera,1,>30in,30,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0857315,42.349926,POINT (-71.085733275999985 42.34992548300005),-71.08573328,42.34992548
1800,46207,Tree of Heaven,Ailanthus altissima,1,18-24in,19,--,Boston,Allston-Brighton,Smith Playground,-71.1304092,42.3664894,POINT (-71.130412981999939 42.366488501000049),-71.13041298,42.3664885
1801,47339,"Zelkova, Japanese",Zelkova serrata,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085762,42.3499832,POINT (-71.085764120999954 42.349981977000027),-71.08576412,42.34998198
1802,46208,Tree of Heaven,Ailanthus altissima,1,18-24in,22,--,Boston,Allston-Brighton,Smith Playground,-71.1303558,42.3664627,POINT (-71.130355313999985 42.366462738000052),-71.13035531,42.36646274
1803,47340,"Maple, Red",Acer rubrum,1,12-18in,16,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0857239,42.3497353,POINT (-71.085723887999961 42.349736176000079),-71.08572389,42.34973618
1804,46209,"Honeylocust, Thornless",Gleditsia triacanthos inermis,1,6-12in,9,--,Boston,Allston-Brighton,Smith Playground,-71.1294937,42.3660126,POINT (-71.129497006999941 42.366012879000039),-71.12949701,42.36601288
1805,47341,"Maple, Red",Acer rubrum,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085762,42.3498192,POINT (-71.085765461999983 42.349818440000035),-71.08576546,42.34981844
1806,46210,Dogwood,Cornus species,6,6-12in,8,--,Boston,Allston-Brighton,Smith Playground,-71.1296082,42.3660698,POINT (-71.129609659999971 42.366068369000061),-71.12960966,42.36606837
1807,47342,"Maple, Silver",Acer saccharinum,1,12-18in,17,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0858154,42.3499031,POINT (-71.085815082999943 42.349903678000032),-71.08581508,42.34990368
1808,46211,Beech,Fagus species,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1296844,42.3660355,POINT (-71.129682079999952 42.366034679000052),-71.12968208,42.36603468
1809,47343,"Elm, Smoothleaf 'Hollandica'",Ulmus carpinifolia 'Hollandica',1,>30in,43,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0858307,42.3499603,POINT (-71.085833857999944 42.349962155000071),-71.08583386,42.34996216
1810,46212,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1298828,42.3656235,POINT (-71.129879221999943 42.365624452000077),-71.12987922,42.36562445
1811,47344,"Oak, Chestnut",Quercus montana,1,0-3in,2,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0858383,42.3497009,POINT (-71.085834664999936 42.349700752000047),-71.08583466,42.34970075
1812,46213,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1299057,42.3656006,POINT (-71.129904702999966 42.36559868900008),-71.1299047,42.36559869
1813,47345,"Zelkova, Japanese",Zelkova serrata,1,18-24in,21,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0858612,42.3497772,POINT (-71.085863707999977 42.349778177000076),-71.08586371,42.34977818
1814,46214,"Oak, Pin",Quercus palustris,1,3-6in,3,--,Boston,Allston-Brighton,Smith Playground,-71.1298904,42.3655167,POINT (-71.129891291999968 42.365516445000026),-71.12989129,42.36551645
1815,47346,"Maple, Silver",Acer saccharinum,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.085907,42.349865,POINT (-71.085909305999962 42.349866388000066),-71.08590931,42.34986639
1816,46215,"Sweetgum, Common",Liquidambar styraciflua,2,6-12in,6,--,Boston,Allston-Brighton,Smith Playground,-71.1298065,42.36549,POINT (-71.129805460999933 42.36548969100005),-71.12980546,42.36548969
1817,47347,"Zelkova, Japanese",Zelkova serrata,1,12-18in,12,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0859451,42.3499298,POINT (-71.085945515999981 42.349929821000046),-71.08594552,42.34992982
1818,46216,Katsura Tree,Cercidiphyllum japonicum,1,3-6in,4,--,Boston,Allston-Brighton,Smith Playground,-71.1298752,42.3653679,POINT (-71.129875198999969 42.365368803000081),-71.1298752,42.3653688
1819,47348,"Oak, Pin",Quercus palustris,1,6-12in,9,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981216,42.3381691,POINT (-71.098118588999967 42.338169020000066),-71.09811859,42.33816902
1820,46217,"Maple, Red",Acer rubrum,1,3-6in,3,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0827408,42.3505402,POINT (-71.082740370999943 42.350541101000033),-71.08274037,42.3505411
1821,47349,"Maple, Norway",Acer platanoides,1,24-30in,27,--,Boston,Fenway/Longwood,Evans Way Park,-71.0980072,42.3380699,POINT (-71.098004594999964 42.338069887000074),-71.09800459,42.33806989
1822,46218,Elm,Ulmus species,1,24-30in,29,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0827637,42.3506012,POINT (-71.082760486999973 42.350599577000025),-71.08276049,42.35059958
1823,47350,"Maple, Norway",Acer platanoides,1,>30in,30,--,Boston,Fenway/Longwood,Evans Way Park,-71.0981522,42.3380585,POINT (-71.098153457999956 42.338059974000032),-71.09815346,42.33805997
1824,46219,"Elm, English",Ulmus procera,1,>30in,32,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0828094,42.3506927,POINT (-71.082812790999981 42.35069373400006),-71.08281279,42.35069373
1825,47351,"Redwood, Dawn",Metasequoia glyptostroboides,1,>30in,33,--,Boston,Fenway/Longwood,Ramler Park,-71.1010056,42.3426208,POINT (-71.101007893999963 42.34262274200006),-71.10100789,42.34262274
1826,46220,"Elm, English",Ulmus procera,1,>30in,46,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0828552,42.3507576,POINT (-71.082851682999944 42.35075815700003),-71.08285168,42.35075816
1827,47352,"Oak, Northern Red",Quercus rubra,1,12-18in,17,--,Boston,Fenway/Longwood,Evans Way Park,-71.098526,42.338047,POINT (-71.098529683999971 42.338048823000065),-71.09852968,42.33804882
1828,46221,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,14,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.08284,42.3505058,POINT (-71.082840953999948 42.350507403000051),-71.08284095,42.3505074
1829,47353,"Maple, Norway",Acer platanoides,1,12-18in,16,--,Boston,Fenway/Longwood,Evans Way Park,-71.0985107,42.337944,POINT (-71.098510196999939 42.337944451000055),-71.0985102,42.33794445
1830,46222,"Elm, English",Ulmus procera,1,>30in,37,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0828781,42.3505974,POINT (-71.082879845999969 42.350595613000053),-71.08287985,42.35059561
1831,47354,"Maple, Sugar",Acer saccharum,1,6-12in,11,--,Boston,Fenway/Longwood,Evans Way Park,-71.098465,42.3378487,POINT (-71.098461916999952 42.337849284000072),-71.09846192,42.33784928
1832,46223,"Zelkova, Japanese",Zelkova serrata,1,12-18in,15,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0829239,42.3506775,POINT (-71.082920902999945 42.350676547000035),-71.0829209,42.35067655
1833,47355,"Linden, Littleleaf",Tilia cordata,1,>30in,38,--,Boston,Fenway/Longwood,Evans Way Park,-71.0986404,42.3379021,POINT (-71.098641624999971 42.337900833000049),-71.09864162,42.33790083
1834,46224,"Elm, English",Ulmus procera,1,>30in,36,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0829773,42.3507271,POINT (-71.082977229999983 42.350728086000061),-71.08297723,42.35072809
1835,47356,"Oak, Northern Red",Quercus rubra,1,6-12in,10,--,Boston,Fenway/Longwood,Evans Way Park,-71.0986862,42.3378334,POINT (-71.098685881999984 42.337833422000074),-71.09868588,42.33783342
1836,46225,"Ash, Green",Fraxinus pennsylvanica,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0829468,42.3504715,POINT (-71.082943701999966 42.350472375000038),-71.0829437,42.35047238
1837,47357,"Maple, Norway",Acer platanoides,1,24-30in,27,--,Boston,Fenway/Longwood,Evans Way Park,-71.0985641,42.3377647,POINT (-71.098561158999985 42.337766012000031),-71.09856116,42.33776601
1838,46226,"Zelkova, Japanese",Zelkova serrata,1,18-24in,22,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0829849,42.3505478,POINT (-71.082987957999933 42.350548692000075),-71.08298796,42.35054869
1839,47358,"Maple, Norway",Acer platanoides,1,24-30in,28,--,Boston,Fenway/Longwood,Evans Way Park,-71.0986176,42.3376427,POINT (-71.098616144999937 42.337642096000025),-71.09861614,42.3376421
1840,46227,"Elm, Smoothleaf 'Hollandica'",Ulmus carpinifolia 'Hollandica',1,>30in,41,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0830383,42.350647,POINT (-71.08304160299997 42.350645822000047),-71.0830416,42.35064582
1841,47359,"Maple, Norway",Acer platanoides,1,>30in,38,--,Boston,Fenway/Longwood,Evans Way Park,-71.0987167,42.3377457,POINT (-71.098719409999944 42.33774717700004),-71.09871941,42.33774718
1842,46228,"Ash, Green",Fraxinus pennsylvanica,1,6-12in,9,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0830612,42.3507004,POINT (-71.083063059999972 42.350701325000045),-71.08306306,42.35070133
1843,47360,"Oak, Northern Red",Quercus rubra,1,3-6in,4,Fall 2024,Boston,South End,Titus Sparrow Park,-71.0792389,42.3435516,POINT (-71.079241528999944 42.343552406000072),-71.07924153,42.34355241
1844,46229,"Oak, Northern Red",Quercus rubra,1,12-18in,13,--,Boston,Back Bay/Beacon Hill,Commonwealth Avenue Mall,-71.0830612,42.350441,POINT (-71.083060377999971 42.350442642000075),-71.08306038,42.35044264
